oare_id,transliteration,translation
8ebbbf24-f592-4035-b58e-620115dc19a6,<gap> 9.3333 mā-na kasap ṣa-ru-pī-im <gap> i--dí-a--bi-im li-mu-Amurrum iš-tí ša-lim-a--hi-im il5-qé-u iš-tù ha-mu-uš-tim ša a--ku-za ṣí-ib-tám a--na 1 mā-na-im i- warḫān 1.5 šiqlam i--dí-a--bu-Amurrum u-ṣa-áb,<gap> gap> 9.3333 minas of refined silver gap> of Iddin-abum the eponym(s) received from Šalim-ahum. Reckoned from the week of Akuza Iddin-abum must pay interest at the rate 1.5 shekel per mina per month.
06ec260a-bcc5-4762-b2ee-dfbc10cfbfbe,ṭup-pu-u ha-ru-mu-tum ša šī-bi-a- ša me-er-e i--dí-a--bi4-im,Certified tablets with my witnesses concerning the sons of Iddin-abum.
76de9ecf-ac92-4b5e-894a-424457e80e60,10 mā-na kasap ša i--dí-a--bu-Amurrum a--na kà-ri-im ih-bu-lu 1 mā-na-Amurrum 4 šiqlam ni-iṣ-hi-ir-mā 9.3333 mā-na kasap ṣa-ru-pá-am iš-tí ša-lim-a--hi-im i--dí-a--šùr mer'ēn ba-bi4-lim u PUZUR4-a--šùr li-mā-an il5-qé-mā iš-tù ha-mu-uš-tim ša a--ku-za 1.5 šiqlam i--na warḫān a--na 1 mā-na-im u-ṣa-áb šēbum a--šur-{d}UTU-ši šēbum i--dí-a--šur mer'ēn a--šur-mā-lik,"Of the 10 minas of silver that Iddin-abum owes to the colony we deducted 4 shekels per mina and the two eponyms, Iddin-Aššur son of Babilum and Puzur-Aššur, received 9.3333 minas of refined silver from Šalim-ahum, and reckoned from the week of Akuza he will pay interest at the rate 1.5 shekel per month per mina. Witnessed by Aššur-šamšī, by Iddin-Aššur son of Aššur-malik."
9b809c4a-62fc-4ebd-81f4-2743fa37c3f8,2.5 biltam werium SIG5 iš-tí ga-nu-nu 3 biltam werium SIG5 iš-tí ga-nu-nu-mā 1 biltam werium SIG5 iš-tí a--šur-DU10 mer'ēn a--mur-na-hu-uš 1 biltam 30 mā-na werium SIG5 iš-tí a--šùr DU10 mer'ēn a--mur-na-hu-uš-mā <gap> biltam werium SIG5 iš-tí a--šur <gap> 3 biltam 20 mā-na werium SIG5 iš-tí a--du-dum 1 biltam werium SIG5 iš-tí PUZUR4-{d}MAR.TU 2 biltam 40 mā-na werium lā-mu-nam iš-tí en-na-sú-in mer'ēn i--ku-a- 15 mā-na werium SIG5 iš-tí en-na-sú-in mer'ēn i--ku-a- 28 mā-na werium SIG5 iš-tí i--ku-pī-a- mer'ēn en-Amurrum-a--šur 3 biltam werium SIG5 iš-tí PUZUR4-we-er 1.5 mā-na kasap ṣa-ru-pá-am iš-tí ur-šī-šī 1.5 mā-na kasap ṣa-ru-pá-am iš-tí ur-šī-šī-mā ša qá-ta-tí-šu e-lā-mā u a--mur-Ištar a--na ì-lí- <gap> li-tap-tù-ni ½ mā-na kasap be-u-lā-ti-šu iš-tí ur-šī-šī-mā <gap> biltam werium SIG5 iš-tí en-Amurrum- <gap> u <gap> -ì-lí 20- <gap> mā-na werium SIG5 <gap> 15 mā-na kasap <gap> iš-tí ilem- <gap> mer'ēn <gap> -mā <gap> kasap lā i--ba-ta-aq 10 TÚG.HI-tí 1⅓ mā-n,"<gap> 2.5 talents refined copper due by Ganunu; 3 talents of refined copper also by Ganunu; 1 talent of refined copper due by Aššur-ṭāb, son of Amur-Nahuš; 1 talent 30 minas of refined copper due by the same Aššur- -ṭab, son of Amur-Nahuš; gap> talents of refined copper due by Aššur- gap> ; 3 talents 20 minas of refined copper due by Adūdum; 1 talent refined copper due by Puzur-Amurrum; 2 talents 40 minas of bad copper due by Ennam-Suen, son of Ikūa; 15 minas of refined copper due by Ennam- -Suen, son of Ikua; 28 minas of refined copper due by Ikūn-pīya, son of Ennam-Aššur; 3 talents of refined copper due by Puzur-Wēr; 1.5 mina of refined silver due by Uršiši; 1.5 mina of refined silver due by the same Uršiši, as whose guarantors Elamma and Amur-Ištar were registered on behalf of Ilī- gap> ; ½ mina of silver, his working capital, due by the same Uršiši; gap> talents of refined copper due by Ennam- gap> and gap> -ilī; 20- gap> minas of refined copper gap> 15 minas of silver gap> due by Ilī- gap> , son of gap> ; gap> below (a price of) gap> silver he shall not go; 10 tegap> tiles (and) 1⅓ minas of copper due by Eruzi; 10 minas of refined copper and 6 shekels of silver due by Atahšu. All these certified records records are in gap> num's house."
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,a--dí-da u a--lā-hu-Amurrum a--šùr-iš-ta-kī(ma)-il5 iš-u-lu-mā 3.3333 mā-na ḫurāṣam ša-lim-a--šùr a--na na-ru-qí-kà a--dí-im-mā ša 10 mā-na kasap na-ru-qá-kà u-lā-pī-tám ša-lim-a--šùr i--na a--lim{ki} a--na li-mì-im ha-bu-ul-mā ṭup-pá-am ša šī-ip-kà-tim ša-lim-a--šùr ad-mā-ku-ni ṭup-pá-am šu-wa-tí qá-tí li-mì-im u-kà-al-mā kasap u né-mā-al-šu dí-in-mā a--ṣé-er li-mì-im li-li-ik-mā u ṭup-pá-am ša šī-ip-kà-tí-kà a--na ša kī(ma)-mā ku-wa-tí li-dí-nu iš-tù <gap> 3 ša-na-tim iš-tù bu-ru-uš-ha-dim lu ta-li-kam u a--na iš-té-en u šī-na tap-pá-e-a- kasap u né-mā-al-šu ta-dí-in a--na-ku u ša qá-ta-at a--bi-a--a- na-al-pu-tù ni-ta-na-lā-kà-ku-Amurrum kasap u né-mā-al-šu ta-dá-na-am u-lā ta-mu-a- a--ṣé-er kī(ma)-a--am-mā kasap 1 mā-na u 2 mā-na tù-uš-ta-ag-me-er-šu kasap ša li-mì-im a--na ṣí-ib-tim lā i--mā-id-mā bēt a--bi-a- u šī-ip-kà-tim ša a--bi ad-mā-ku-ni lā i--ta-ba-lā šī-mā-at kasap dí-na-mā a--na bēt li-mì-im,"<gap> Adida and Ali-ahum questioned Aššuriš-takil as follows: Šalim-Aššur invested 3.3333 minas of gold in your joint-stock capital, and he wrote an amount of 10 minas of silver for your joint-stock capital. Šalim-Aššur is indebted to the eponym in the City, and the tablet of the investment Šalim-Aššur made to you, that very tablet is in the eponym's possession, so pay the silver and the accrued profit, let it go to the eponym and then he can give the tablet concerning your capital to your representatives. Three years ago you came from Burušhaddum and you have given the silver and the accrued profit to one or two of my partners. But I and those who signed as my father's guarantors come to you time and again, but you refuse to give the silver and its accrued profit. On top of this you have caused him to have egap> penses of one or two minas. The interest on the silver of the eponym must not increase and my father's house and the investments my father made for you must not be lost. Give me the agreed amount in silver, let me send it to the eponym's office, and then I shall confirm you for the profit of the silver together with my partners. Also, in accordance with the verdict of the City Šalim-Aššur's silver from your capital will go to the office of the eponym. Do not obstruct me! Give me the silver and do not bring an egap> tra egap> pense of 1 or 2 minas on me."" Witnessed statement."""
8c794e54-6715-484d-adda-e0f0da5b6e12,ša 5 ha-me-eš qá-ta-tim ša i--tur4-ilem u en-na-nim 13 GÚ.TA šāptem 65 biltam SÍG.HI.A u 56 maš-ku-TA ištēniš 2 me-at 80 maš-ku mì-mā a--nim am-hu-ur ina qerbemma 1 biltam SÍG.HI.A a--na i--tur4-ilem 1 biltam en-na-num il5-qé 30 mā-na a--na qá-ra-bi-tim u 16 maš-kī(ma) a--ha-mā 5 biltam 50 mā-na bé-lā-num i--dí-nam ina qerbem 5 biltam a--na ir-i--bi-im a--dí-in 40 mā-na a--na i--dí-sú-in a--dí-in šī-tí-tum ku-nu-ku-a- i--ba-šī-u,"Of the five shares belonging to Itūr-ilī and Ennānum: 13 talents of wool each, (giving) 65 talents of wool; and 56 fleeces each share - in all: 280 fleeces. I received all this. Thereof: 1 talent of wool for Itūr-ilī;"
081aacd7-46bb-4ca3-9040-3ec3f433084c,a--na ša-lim-a--šur qí-bi-mā Amurrum-mā {d}IM.GAL-mā a--na-kam šu-Ištar a--šur-mā-lik u ša-lim-a--šùr iš-me-u-mā Amurrum-mā šu-nu-mā a--wa-tum a--ni-tum a- mā-lā ša ṭup-pī-šu ša iš-pu-ra-ni ke-na i--sú-ri-ik i--na mā-ah-ri-ni e-tù-wu šu-Ištar a--wa-tám i--šu Amurrum-mā šu-nu-mā šu-Ištar a--wa-sú li-il5-qé-a--mā a--na ba-áb ilem nu-ri-id-mā ṭup-pá-am lu ni-dí-na-kum i--na ṭup-pī-kà <gap> lu a--lā-ha-am u <gap> a--šùr-mā-lik u <gap> ša mer'ēn PUZUR4.SA.TU <gap> i--na u4-mì-im iš-té-en <gap> bāb ilem ṭup-pá- <gap> mer'ēn i--ba-a--a- a--na <gap> Amurrum-mā né-nu-mā a--wi-lum be-el na-ru-qí-im u-ša-sà-ha-am <gap> u e <gap> mā-na kasap <gap> ša tamkār <gap> -tù-ni-ni <gap> 4.3333 šiqlam kasap <gap> šī-tí <gap> ḫurāṣam <gap> u <gap> ⅓ mā-na <gap> e-zi-ib 1 mā-na <gap> 1 me-at 56 ṣubātē ku-ta-nu 12 mā-na 18 šiqlam kasap it-bu-lu 6 emāram ṣa-lā-me ⅚ mā-na 5 šiqlam it-bu-lu 1.6666 mā-na kasap 5 šiqlam <gap> anniki-ak qá-tim 2.3333 mā-na,"<gap> To Šalim-Aššur from Adad-rabi: Here Šu-Ištar, Aššur-malik and Šalim-Aššur heard (your letter), and they said: This matter is correct as he wrote about it in his letter. Issu-arik spoke (thus) with us as witnesses."" Šu-Ištar raised the matter and they said: ""Let Šu-Ištar take a lawsuit and we shall go down to the Gate of the God and give you a tablet."" gap> in your letter gap> both Ali-Ahum and gap> Aššur-malik and gap> concerning Puzur-šadu'e's son gap> on one day gap> at the Gate of the God the tablet gap> Ibaya's son to gap> We said: ""The man will egap> tradite the owner of a joint stock capital."" gap> minas of silver gap> belonging to a merhcant gap> 4.3333 shekels of silver gap> left ⅓ mina gap> 156 -tegap> tiles cost 12 minas 18 shekels of silver; 6 black donkeys cost ⅚ mina 5 shekels; 1.6666 mina of silver, 5 shekels gap> tin for egap> penses cost 2.3333 mina of silver; for 3 harnessors: ⅓ mina 5 shekels each were their working capitals; 3 shekels of silver for their clothes; gap> mina less 1 shekel of silver: transport tariff; 8.3333 shekels of silver: egap> port duty; ⅓ mina 4 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4.3333 shekels of silver. Pilah-Ištar leads these goods to the merchant. 1 mina of his gold is available. gap> 4 minas of silver. The rest of his silver: 4.8333 minas 5- gap> shekels. gap> buy in 10 days gap> if clothes and a thin tegap> tile are available I shall buy it. I shall buy gap> and a good and gap> I shall set out and leave."""
bb4f7af5-3f2a-4999-ba47-0515dbc5ec4d,1 ṭup-pá-am ša bi-zi-lā u Ištar-lā-mā-sí qá-sá ša Ištar-lā-mā-sí 2 qá-áb-li-a--tim ša 1 mā-na.TA kasap iš-té-et a--hu-úz-tum mu-ša-lā-am ša sipparam u mā-az-li-kī(ma) mì-mā a--nim a--na hu-bu-ul {d}NIN.ŠUBUR-ba-ni a--na lu-lu áp-qí-id Amurrum-mā a--na-ku-mā a--na bēt a--bi-a- u Amurrum-mì-a- a--na mì-mā šu-Amurrum-šu u-lā ta-tù-ar lu i--na šī-im bé-tim lu i- ši-im TÚG.HI.A lu i- šī-im qá-áb-li-a--tim mu-ša-li-im u mā-az-li-kī(ma) iš-tù nu-a--am hu-bu-ul {d}NIN.ŠUBUR-ba-ni tù-ša-bu-u šī-tum kasap mì-mā i--na li-bi-kà i--šī-tù i--le-e i--na li-bi-kà i--šu-u i--na ṭup-pī-im pá-qá-dim bi-za-lā a--na qá-tí-ša ta-zi-iz šēbum dan-a--šur šēbum a--mur-ilem šēbum mā-ṣí-ì-lí šēbum a--šur-iš-ta-kī(ma)-il5 šēbum ha-pu-a--šu ša SÍG.HI.A šēbum Puzur-Ištar,"(Of) 1 tablet of Bizila and Ištar-lamassī, the share of Ištar-lamassī; 2 -containers of 1 mina silver each, one with inlay; a bronze mirror and some 's. All this I entrusted to Lullu for the debt of Ilabrat-bāni, with the words: You shall not again claim anything from the house of my father and mother, neither from the price of the house, nor from the price of tegap> tiles, nor from the price of 's, the mirror, and the 's. After you will have paid the Anatolian the debt of Ilabrat-bāni, for the rest of the silver, whatever you still owe me, I have the gods as claim on you. When the tablet was handed over Bizala took responsibility for her share. In the presence of Dān-Aššur, of Amur-ili, of Maṣi-ilī, of Aššuriš-takil. of Happuaša, the wool-trader, and of Puzur-Ištar."""
5501675e-3cdd-4a2d-a3ee-52edd95d4fc3,Amurrum-mā e-lā-mā-mā a--na a--šùr-DU10 qí-bi-mā a--na-kam-mā u-na-hi-id-kà Amurrum-mā a--na-ku-mā kasap 1 mā-na mā-lā tù-tù-u pá-ni-a--mā šé-bí-lam kasap mā-lā i- qá-tí-kà i--ba-šī-u <gap> -kà-mā a--ta kī(ma)-lā 6 TÚG.HI.A káb-tù-tim SIG5 <gap> ša šu-bi-ri-im ku-ni-lúm na-áš-a--kum mu-dí-a--am ZI-lā-tí-a--am ṣa-ba-at-mā ṭù-ri-šu-nu lu-ša-dí-id-mā a--ni-ib-ra-re lu-sí-mā-ku-šu-nu-mā mā-lā kasap 1 šiqlam tù-šé-lu-u lu-bu-šé ra-qá-tim u šu-lu-up-kī(ma)-e iš-tí wa-ar-kī(ma)-u-tim u-šé-ba-lā-kum lu šu-ul-hu lu mā-ku-hu ša a--mā-kam ṭá-áb-u-ku-Amurrum a--mu-ur-mā té-er-ta-kà li-li-kam-mā i- ha-ra-an ha-ra-mā ta <gap> a--ta emāram <gap> li-ta-lu-ku-ni-mā kasap 1 šiqlam li-li-am,"<gap> Thus Elamma, say to Aššur-ṭāb: It was here that I gave you the following instruction: 'Send me every mina of silver as soon as you find it. All the silver you have already available you must retain .' 6.3333 heavy tegap> tiles, of good quality, of Šubarean make, Kūn-ilum is bringing you. Get hold of a specialist from Zilat and let him stretch their yarns and make them suitable for you for -garments, so that you can realize at least some silver. With the negap> t shipment I will send you garments, thin tegap> tiles and Šulupkian tegap> tiles. Look out for - or -tegap> tiles over there that ase you and let your report come to me. And let with every e caravan gap> regularly come to me, so that at least some silver becomes available to me."""""
09e86185-d7b1-422e-92f8-e86a0438f4cc,<gap> mā-na <gap> ša iš-tù ha-muš-tim ša a--šùr-mā-lik mer'ēn a--lā-hi-im li-mì-im i--na-a- ša i--ṣé-er en-Amurrum-a--šur mer'ēn ša-lim-a--šùr dan-a--šùr mer'ēn ša-lim-a--hi-im i--šu-u kasap u ṣí-ba-sú en-Amurrum-a--šùr a--hu-šu kī(ma)-mā dan-a--šur ša-bu-u ṭup-pu-Amurrum ha-ar-mu-Amurrum ša hu-bu-ul en-Amurrum-a--šur mer'ēn ša-lim-a--šùr ša e-li-a--ni sà-ar šēbum ku-ku-wa mer'ēn bu-da-tim šēbum a--šur-{d}UTU-ši mer'ēn <gap> šēbum PUZUR4-a--šur <gap> dan <gap>,"<gap> gap> minas of gap> which Ennam-Aššur son of Šalim-Aššur owed to Dan-Aššur son of Šalim-ahum from the week of Aššur-malik son of Ali-ahum, eponymy Innaya, that silver and the accrued interest his brother Ennam-Aššur has been paid in full on behalf of Dan-Aššur. A certified tablet concerning the debt of Ennam-Aššur son of Šalim-Aššur that may appear will be invalid. Witnessed by Kukuwa son of Budātum, by Ašsur-šamšī son of gap> , Puzur-Aššur gap>"
991eef40-f139-4206-90ed-7fb45648b197,16 mā-na kasap ṣa-ru-pá-am i--ṣé-er i--ku-nim mer'ēn ili5-ba-ni warḫē áb-ša-ra-ni li-mu-Amurrum šu-hu-bur mer'ēn e-lā-lí a--na MU.10.ŠÈ kasap i--ša-qal a--ha-mā 1.3333 mā-na kasap ṣa-ru-pu-Amurrum iš-tí-šu-mā a--na ba-áb ha-ra-ni-a- i--ša-qal 12 mā-na kasap ṣa-ru-pá-am i--ṣé-er a--ta-a--a- mer'ēn šu-Ištar en-Amurrum-a--šùr i--šu-u u ša-lim-a--šùr qá-ta-tum warḫē ša ke-na-tim li-mu-Amurrum ša qá-tí PUZUR4-ni-ra-ah a--na 46 ha-am-ša-tim i--ša-qal a--ha-mā 1.5 mā-na kasap ṣa-ru-pá-am i--ṣé-er a--ta-a--a--mā a--na 20 ha-am-ša-tim i--ša-qal u ⅔ mā-na kasap bé-u-lā-tù-šu iš-tí kasap-pī-mā uk-ta-al 12 mā-na kasap ṣa-ru-pu-Amurrum i--ṣé-er i--ri-šī-im a--na 16 ha-am-ša-tim i--ša-qal a--ha-mā 2.5 mā-na kasap ṣa-ru-pu-Amurrum i--ṣé-er i--ri-šī-im-mā a--na 12 ha-am-ša-tim i--ša-qal 1.5 mā-na kasap ṣa-ru-pu-Amurrum i--ṣé-er e-ri-šī-im u ili5-ba-ni a--hi-šu a--na 4 ha-am-ša-tim i--ša-qú-lu ⅓ mā-na K,"16 minas of refined silver owed by Ikūnum son of Ilī-bāni. Month Ab-šarrāni, eponymy Šu-hubur son of Elāli. He will pay in 10 years. Further, 1.3333 mina of refined silver is owed by him as well; he will pay at the start of my journey. Ataya son of Šu-Ištar owes 12 minas of refined silver to Ennam-Aššur, and Šalim-Aššur is guarantor. Month Ša-kēnātim, eponymy after that of Puzur-Nirah. He will pay in 46 weeks. Further, 1.5 mina of refined silver is owed by Ataya as well; he will pay in 20 weeks. Also, ⅔ mina of silver is his working-capital; he is held in service by the silver. 12 minas of refined silver is owed by Erišum. He will pay in 16 weeks. Further, 2.5 minas of refined silver is owed by Erišum as well; he will pay in 12 weeks. 1.5 mina of refined silver is owed by Erišum and his brother Ilī-bāni; they will pay in 4 weeks. ⅓ mina of refined silver is owed by Ilī-bāni; he will pay on his return from the City. 1½ minas of refined silver is owed by Pilah-Ištar. Month Tē'inātum, eponymy Iddin-Aššur. He will pay in 46 weeks. 9 minas 11.6666 shekels of refined silver is owed by Aššur-emūqī. He will pay in 16 weeks. 4 minas of refined silver is owed by Uṣur-ša-Aššur and Aššur-ṭāb. They will pay in 6 weeks. They are jointly responsible for the silver. 5 minas of silver is owed by Dudu son of Baziya; month Ša-kēnātim, eponymy after Iddin-Aššur. 4 minas of silver is in the possession of Aššur-malik. He will pay in 20 weeks. 2 talents 30 minas of good copper is owed by Ilī-emūqī son of Amur-Šamaš. He will pay in 20 weeks. 2 minas of refined silver is owed by Lāqēp son of Izzizam-ilī. He will pay in 3 weeks. 2 minas 10 shekels of refined silver is owed by Sagum and his son Šumi-abiya; they are jointly responsible for the silver. 1.3333 mina 4 shekels of refined silver is owed by Aššur-nādā and Sahar-ilī; they are jointly responsible for the silver. They will pay in 6 weeks. 2 talents 2 minas of -copper is owed by Zikiki. Month Mahhur-ilī, eponymy Amur-Aššur. He will pay in 2 months. Also, ⅔ mina of refined silver is the working-capital of Zikiki as well; he is held in service by the silver. If he runs away somewhere, he will pay interest. Month Allanātum, eponymy Šu-hubur. 1.6666 minas of silver is owed by Adad-rabi. Month Te'inātum, eponymy Šudaya. It runs for 8 weeks. Sealed by Aššur-dan son of Uku, by his brother Ṣilūlu, by Buzi son of Šu-Anum. They will give the copper in the City to Aššur-dan son of Uku, Šalim-Aššur's representative, for buying barley, and he will measure out good barley in the City according to the rate of the -officials. 6 minas of silver owed by hubazi and Išar-ki-matān, his brother. 2 minas 10 shekels of refined silver is owed by Kuziya son of Buzizi. Month Mahhur-ilī, eponymy after Adad-bāni son of Puzur-Ea. 5 minas of refined silver is owed by Galgaliya and Alu son of Adudu. 3 minas of refined silver is owed by Šu-Laban son of Bazi, Aššur-ṭāb son of Ennānum and hanunu. They will pay in 10 weeks. 15 shekels of refined silver is owed by Šu-Suen son of Zukuwa. He will pay the silver in 3 weeks; if he has not paid, he will add interest. Also ⅓ mina 2 shekels of refined silver is owed by Enna-Suen. Eponymy Aššur-damiq, month Kuzallu."
935e4153-0e14-4f64-a843-b362b47fb5e6,a--na lu-zi-na u li-ip-ta-nim qí-bi4-mā Amurrum-mā a--šur-rabi-mā a--na lu-zi-na qí-bi4-mā ⅔ mā-na 6.25 šiqlam kasap iš-tù li-mì-im šu-sú-in i--na li-bi-kà a--dí-i- šēbum a--šur-rabi mer'ēn a--sú-a- šēbum šu-sú-in a--hi-kà šēbum ša-lim-a--hi-im i--na bēt-tí-kà ni-kà-sí ni-sí kasap a--na li-ip-ta-nim dí-in-mā šī-mā-am ša ba-lā-ṭí-a- li-il5-qé-am ha-nu-nu ṣa-áb-ta-mā 1 mā-na 1 šiqlam kasap ša-áš-qí-lā-šu u-mu-šu mā-al-u,"To Luzina and Lipit-Anum from Aššur-rabi; to Luzina: I ced ⅔ mina 6 1 shekels of silver in your possession in the eponymy Šu-Suen. Witnessed by Aššur-rabi son of Asuwa, Šu-Suen, your brother, and Šalim-ahum we settled accounts in your house. Give the silver to Lipit-Anum and let him acquire a profitable purchase for me. Seize hanunu and have him pay 1 mina 1 shekel of silver. His terms are comte."
803449c3-3581-4dbc-b973-a2a65254b224,kunukkum a--mur-Ištar mer'ēn mì-šar-rabi kunukkum lā-qé-ep mer'ēn kà-a--tim kunukkum i--dí-a--bi-im mer'ēn i--sú-rik13 ša hu-bu-ul i--dí-a--bi-im 5 mā-na kasap ṣa-ru-pá-am i--ṣé-er i--dí-a--bi-im a--šur-{d}UTU-ši i--šu iš-tù ha-mu-uš-tim ša a--mur-Ištar a--na 23 ha-am-ša-tim i--ša-qal šu-mā i--na mā-lā u4-me-šu lā iš-qú-ul 1.5 šiqlam i- warḫān a--na mā-na-im u-ṣa-áb,"Seal of Amur-Ištar son of Mīšar-rabi, seal of Lā-qēp son of Kayātum, seal of Iddin-abum son of Issu-arik. Concerning the debt of Iddin-abum. Iddin-abum owes 5 minas of refined silver to Aššur-šamši. Reckoned from the week of Amur-Ištar he must pay within 23 weeks. If he has not paid within his stipulated term he must pay interest at the rate 1.5 shekel per month per mina."
1d32295d-8f12-4e95-93cb-52aad70b367b,⅔ mā-na 7.5 šiqlam kasap ṣa-ru-pá-am kī(ma)-iš-da-tí-a- a--na i--dí-a--šùr mer'ēn dan-a--šùr i- ra-mì-ni-a- áš-qú-ul lu a--na ri-ig-mā-tim i--dí-a--šur ir-dí-ni-a--tí-ni lu a--na ṭup-pī ša šī-bi4 i- ba-áb ilem-lim u-ga-ri-mu-ni 1 biltam 40 mā-na ag-mu-ur-mā mì-iš-li-šu ṣí-li-a- i--dí-nam <gap> ½ mā-na werium SIG5 mu-ṣí-šu u pu-ru-sà-e ša ra-bi4-ṣí-im i- ra-mì-ni-a- áš-qú-ul u-ku-ul-tí rābiṣem a--na-ku-mā u-ša-qí-il5 ṣí-li-a- mì-mā a--na u-ku-ul-tí-šu u-lā i--dí-in i--nu-mì a--na-ku u a--ba-ba a--ṣé-er ì-lí-dan e-tí-qú-ni i--na ha-ra-nim lu a--dí u4-mì-im a--nim ni-is-hu-ru-mā a--wa-sú ni-ib-tù-qú-ni u iš-tù ku-bu-ur-na-at a--dí dur4-hu-mì-it ni-tù-ru-ni ½ mā-na 4 šiqlam kasap ga-me-er mì-mā a--nim a--dí a--wa-tim ša bēt a--bi-ni kà-ša-dim u-ga-me-er i--na kasap ša bēt a--bi-a- gám-ri a--lā-qé,"<gap> I myself paid ⅔ mina 7.5 shekels of refined silver, my earnings, to Iddin-Aššur son of Dan-Aššur; I personally spent 1 talent 40 minas (of copper) both when Iddin-Aššur led us to the court case and when they e the tablet with witnesses in the gate of the God, and Ṣilliya gave me half of that. I personally paid gap> ½ minas of good copper, the and the decision of the attorney. I too paid for the food of the attorney. Ṣilliya did not give anything for his food. When I and Ababa travelled to Ilī-dan we were delayed on the journey until this very day, and we dropped his case; then we returned from Kuburnat to Durhumit - ½ mina 4 shekels of silver was the egap> pense. All this I have paid in order to conclude the matter of our father's house. I shall take my egap> penses from the silver of my father's house."
15a85aae-a70f-43ca-8af1-f8cd24aaae60,20 mā-na werium mā-sí-am i--ṣé-er i--dí-a--bi-im mā-mā-hi-ir i--šu warḫān li-mu-Amurrum bu-zu-ta-a- a--na ša-na-at i--ša-qal šu-mā lā iš-qúl 1 mā-na.TA i--na warḫān ṣí-ib-tám a--na 10 mā-na-e u-ṣa-áb šēbum ṣí-lu-uš-da-gan šēbum a--šùr-ba-ni,"Iddin-abum owes 20 minas of washed copper to Man-mahir. Month Kuzallu, eponym of Buzutaya. He must pay in one year. If he has not paid in time, he must pay interest at the rate 1 mina per ten minas per month. Witnessed by Ṣilluš-Dagān, by Aššur-bāni."
14a98a66-9b69-4183-8876-ff6e411f74bf,a--na a--lā-hi-im u dam-qá-a- qí-bi-mā Amurrum-mā ša-ta-na-mā a--na dam-qá-a- qí-bi4-mā 2 mā-na kasap ni-is-ha-sú watar ša-du-a--sú ša-bu-a--tí a--na šī-a--mā-tim a--na a--lim{ki} a--dí-na-kum Amurrum-mā a--na-ku-mā anniki ša-mā-am a--mā-kam anniki šī-im kasap-pī-a- a--na a--lā-hi-im dí-in a--na a--lā-hi-im qí-bi4-mā a--hi a--ta a--mā-kam dam-qá-a- anniki li-dí-na-kum <gap> ⅔ mā-na 5 šiqlam kasap i- li-bi4 a--na-na <gap> am-tám i--li ša mā <gap> me <gap> a- am-tum a--dí-ni wa-áš-ba-at a--hi a--ta be-lí a--ta kasap ša-áš-qí-il5-šī u am-tám a--na šī-mì-im dí-in 6 pī-ri-kà-ni a--na ha-nu a--dí-in Amurrum-mā a--ta-mā ha-ra-nam iš-té-et u šī-ta lu-kà-šī-id-mā a--na-ku kasap-áp-kī(ma) a--da-na-kī(ma)-im a--hi a--ta anniki-kī(ma) lu kasap ša li-bi4 a--na-na lu šī-im amtem-tí-a- lu šī-im pī-ri-kà-ni ša ha-nu pī-ri-kà-ni ša-mā-mā u anniki-kī(ma) iš-tí pá-ni-im-mā šé-bi4-lam 2 TÚG.HI.A šé-bi4-lā-mā u-ša-ri-iṭ-mā 1 šiqlam kasap <gap> hu-ur-šī-a--nam u ta-mā,"<gap> To Ali-ahum and Damqaya from Šāt-Anna; specifically to Damqaya; I gave you 2 minas of silver, its import duty added, its transport tariff paid to you, for purchases in the City. I said: Buy tin for me."" Give the tin, the proceeds from my silver, to Ali-ahum there. To Ali-ahum: My dear brother, have Damqaya give you the tin there. gap> -⅔ mina 5 shekels of silver is in the possession of Anna-anna. gap> the slave girl gap> the slave girl is still living in gap> My dear brother and lord, have her pay the silver and offer the slave girl for sale. I gave 6 to Hanu. You said: ""Let him comte one or two journeys, then I shall personally give you your silver."" My dear brother, my tin as well as the silver in Anna-anna's possession, the proceeds from the slave girl and from the from hanu - sell the and then send me my tin with the first transport. Send me 2 tegap> tiles, for I tore (mine), and 1 shekel of silver gap> the -container and the tablet-bogap> they they entrusted to you gap> as long as you do not see my eyes. """
